weekofyear,week_start_date,precipitation_amt_mm,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_precip_mm,reanalysis_temp_c,station_temp,ndvi_n,ndvi_s
19,1991-05-07,35.38,20.6,79.5414285714,2.41428571429,40.2,24.737857143000014,27.142857142866664,0.14806249999999999,0.1087857
20,1991-05-14,4.16,35.37,80.0671428571,2.5,32.8,24.261071428750043,26.64285714286667,0.10455,0.123775
21,1991-05-21,51.16,59.3,81.30142857140001,1.8571428571400002,3.6,24.627142857000024,27.295238095233334,0.10023335,0.11635833500000001
22,1991-05-28,55.37,43.4,81.08857142859999,2.1428571428599996,5.6,24.97071428575005,28.180952380966662,0.14978335,0.23570835
23,1991-06-04,8.08,5.0,76.0742857143,2.87142857143,20.6,25.211071428750017,28.2238095238,0.086425,0.1427643
24,1991-06-11,6.09,5.82,77.0357142857,2.4,9.4,25.746071428500017,28.676190476200002,0.13278335000000002,0.17370000000000002
25,1991-06-18,44.25,17.0,81.4214285714,2.17142857143,3.3,25.94392857150001,29.2761904762,0.075975,0.13038575
26,1991-06-25,73.76,37.8,82.7457142857,2.04285714286,12.4,25.809642857250026,27.8380952381,0.100825,0.1716786
27,1991-07-02,26.7,51.99,81.69428571430001,2.1428571428599996,24.7,25.629285714250003,28.35714285713333,0.1779333,0.19984285000000002
28,1991-07-09,6.13,18.7,77.8771428571,2.4285714285699997,4.6,25.79821428550001,28.5380952381,0.0969,0.15298335000000002
29,1991-07-16,29.67,23.6,78.24142857140001,2.4285714285699997,12.2,26.12892857125003,28.866666666666664,0.07733333,0.108235735
30,1991-07-23,56.58,27.4,81.4828571429,2.2428571428599997,43.1,25.96035714300004,28.399999999999995,0.044075,0.13355
31,1991-07-30,48.41,34.39,81.8971428571,2.3,18.0,26.007857143000024,28.957142857133334,,0.17498575
32,1991-08-06,13.29,31.5,81.96,2.2428571428599997,12.5,25.900000000000034,28.566666666666663,0.092775,0.20097140000000002
33,1991-08-13,0.0,20.4,79.1971428571,2.1857142857099996,3.3,26.45107142850003,29.442857142866668,0.0593,0.15589999999999998
34,1991-08-20,51.88,25.47,80.2557142857,2.4,1.5,26.298214285500023,29.35714285713333,0.07751999999999999,0.13612145
35,1991-08-27,55.2,23.8,81.5942857143,2.37142857143,10.7,26.271785714250043,28.085714285700004,0.063175,0.20572000000000001
36,1991-09-03,65.9,42.33,82.31,2.12857142857,27.2,26.25107142875001,29.247619047633332,0.09986249999999999,0.15110715
37,1991-09-10,33.56,11.4,78.6271428571,3.04285714286,61.0,26.47285714275003,28.7238095238,0.13229164999999998,0.12836145
38,1991-09-17,29.53,28.8,80.8771428571,2.45714285714,7.9,26.657142857000025,28.87142857143333,0.13126664999999998,0.1687214
39,1991-09-24,73.55,77.5,81.4242857143,2.0714285714300003,31.8,26.16250000000001,28.447619047633328,0.15825,0.19478575
40,1991-10-01,31.68,60.0,82.4857142857,2.04285714286,26.5,25.836785714250027,27.947619047633335,0.14790999999999999,0.18627855
41,1991-10-08,32.1,55.1,80.5157142857,2.2571428571400003,8.3,25.612500000000026,27.3857142857,0.09300000000000001,0.15662500000000001
42,1991-10-15,3.29,31.19,79.3828571429,2.3,21.3,25.853928571500035,28.947619047633328,0.07128,0.10803574999999999
43,1991-10-22,50.24,12.6,76.7771428571,2.8142857142900004,3.5,25.68678571425002,27.9761904762,0.1565,0.19034285
44,1991-10-29,72.61,26.83,78.9871428571,3.04285714286,4.8,25.931071428750016,28.438095238099994,0.095325,0.12344169999999999
45,1991-11-05,42.92,74.83,81.05857142859999,2.9,41.4,25.48928571425003,27.395238095233335,0.054575,0.1157595
46,1991-11-12,78.73,72.7,83.5142857143,1.9714285714300002,28.2,25.025357143000008,26.65238095236667,0.10339999999999999,0.1965
47,1991-11-19,0.0,15.1,75.5485714286,2.27142857143,9.4,24.50714285725003,26.171428571433335,0.0183375,0.15919289999999997
48,1991-11-26,35.34,78.43,81.4857142857,2.02857142857,76.2,24.678571428750033,26.157142857133334,0.11988333500000001,0.17290715
49,1991-12-03,0.0,35.1,80.27571428569999,1.8,19.6,24.804285714250028,26.876190476199998,0.110225,0.13404285000000002
50,1991-12-10,0.0,26.8,78.6214285714,2.01428571429,34.2,24.483214285750037,25.571428571433334,0.09307499999999999,0.2256786
51,1991-12-17,0.0,8.76,72.8614285714,2.0714285714300003,6.1,23.63750000000003,24.833333333333332,0.04613333,0.07742857
52,1991-12-24,0.0,19.3,76.1271428571,2.2142857142900003,13.7,22.366785714250014,24.01904761903333,0.123625,0.13384445
1,1992-01-01,,,,,,,24.81904761903333,0.14148335,0.18332500000000002
2,1992-01-08,200.85,18.3,81.3,2.3,58.2,24.067500000000024,25.619047619033335,0.08720415000000001,0.12575
3,1992-01-15,3.12,19.8,84.1171428571,1.8571428571400002,32.3,23.75142857150003,26.090476190466664,0.22615,0.1989357
4,1992-01-22,0.0,5.11,78.2914285714,2.3571428571400004,1.3,23.153214285500027,25.152380952366666,0.12679165,0.17885715
5,1992-01-29,0.0,6.5,75.22,2.44285714286,9.2,23.08464285725003,24.566666666666666,0.0483,0.18280000000000002
6,1992-02-05,0.0,16.2,77.05857142859999,3.4,3.0,23.034285714250032,25.104761904766665,0.09309999999999999,0.1498369
7,1992-02-12,,20.1,82.8757142857,2.2,1.3,23.837142857250015,26.0761904762,0.1305,0.18730000000000002
8,1992-02-19,,4.4,77.2957142857,2.58571428571,8.9,23.831785714500043,27.119047619033335,0.1844667,0.1988357
9,1992-02-26,,14.4,76.0371428571,2.41428571429,16.0,23.360000000000028,25.4619047619,0.094275,0.16415000000000002
10,1992-03-04,0.0,5.5,76.8785714286,2.3142857142900004,2.9,23.467142857000027,25.7857142857,0.18218,0.19197140000000001
11,1992-03-11,23.22,12.6,78.0571428571,2.51428571429,5.9,23.56857142850005,26.395238095233335,0.0885,0.14155
12,1992-03-18,0.0,3.56,77.5057142857,2.7,4.8,23.738928571500026,26.3,0.06855,0.13814284999999998
13,1992-03-25,0.0,21.0,80.2385714286,2.8,2.3,23.574285714500036,26.86666666666667,,0.12082145
14,1992-04-01,122.27,16.2,78.0671428571,2.74285714286,24.1,23.866785714250028,26.342857142866666,0.08879999999999999,0.18498335
15,1992-04-08,43.21,11.1,76.3757142857,3.6142857142900002,0.0,24.444642857250017,27.1619047619,0.1177,0.12342855
16,1992-04-15,83.11,70.6,84.1842857143,2.1428571428599996,24.5,24.293571428500016,27.104761904766665,0.08629166499999999,0.16600715
17,1992-04-22,36.16,25.8,78.4257142857,2.82857142857,4.6,24.15928571450003,26.857142857133336,0.10295,0.15312145
18,1992-04-29,0.0,4.0,74.9328571429,3.6142857142900002,1.6,24.174285714250033,28.190476190466665,0.038,0.07987857500000001
19,1992-05-06,13.92,45.0,78.48,3.0,32.0,24.514285714250022,27.62857142856667,0.162825,0.19484285
20,1992-05-13,2.94,27.5,78.38142857140001,2.22857142857,8.1,24.202500000000015,27.1142857143,0.046537499999999996,0.13398335
21,1992-05-20,71.85,570.5,85.6471428571,2.7142857142900003,22.1,24.84392857150003,27.9857142857,0.08549999999999999,0.059891665
22,1992-05-27,186.25,130.3,87.3014285714,2.3571428571400004,80.2,25.187500000000014,27.676190476200002,0.1215,0.2160857
23,1992-06-03,42.24,50.0,85.8271428571,2.1142857142900002,103.9,25.45678571425003,27.333333333333332,0.1308,0.10615715
24,1992-06-10,43.21,43.8,84.87,1.9857142857099999,102.4,25.138928571250034,28.46666666666667,0.08477499999999999,0.10707139999999998
25,1992-06-17,52.07,37.1,84.2485714286,2.0,29.8,25.093571428500013,28.495238095233333,0.1288,0.18662140000000002
26,1992-06-24,52.96,33.7,82.7771428571,1.72857142857,5.4,25.788214285750044,28.395238095233328,0.1302,0.127065
27,1992-07-01,10.74,10.0,79.33428571430001,2.27142857143,3.1,25.988214285750033,29.376190476199998,0.13165,0.1689
28,1992-07-08,1.86,5.4,78.4971428571,2.7857142857099997,1.8,26.196071428750017,28.64285714286667,0.192,0.14996425000000002
29,1992-07-15,94.14,46.1,80.15,2.0,45.2,25.760714285750026,27.742857142866665,0.11875,0.16233665
30,1992-07-22,33.51,69.04,81.9842857143,2.02857142857,41.0,25.400714285750027,27.519047619033334,-0.04021,0.133
31,1992-07-29,31.12,58.8,82.3457142857,1.8142857142900002,14.2,25.16785714300002,27.657142857133334,0.09001665,0.14184284999999996
32,1992-08-05,59.22,27.1,80.7842857143,2.4285714285699997,16.6,25.60357142875003,27.690476190466665,0.162975,0.14755000000000001
33,1992-08-12,65.55,81.8,82.75,1.9571428571400002,41.9,25.430714285750028,27.390476190466668,0.1453,0.21716425
34,1992-08-19,68.22,61.6,82.3171428571,2.2428571428599997,42.7,25.82642857125002,28.8380952381,0.1257,0.18907855
35,1992-08-26,27.7,28.9,78.86428571430001,2.4285714285699997,3.1,25.95607142850004,28.123809523800002,0.0846,0.20084999999999997
36,1992-09-02,61.55,34.36,79.2042857143,2.2,6.5,26.021071428750005,29.176190476200002,0.2175,0.12483570000000002
37,1992-09-09,21.34,87.2,79.93,2.02857142857,23.6,25.86607142850002,28.042857142866666,0.1503875,0.22528575
38,1992-09-16,41.32,32.6,79.52571428569999,2.34285714286,28.9,26.022500000000008,28.280952380966664,0.062083335,0.16819285
39,1992-09-23,95.55,116.79,83.7,2.04285714286,60.9,25.568571428500007,27.8857142857,0.1435,0.2053357
40,1992-09-30,97.7,34.2,81.2971428571,2.3,22.6,25.76357142850003,28.190476190466665,0.162175,0.12624164999999998
41,1992-10-07,23.1,19.4,79.7371428571,3.25714285714,0.0,26.297857142750033,29.261904761900002,0.12233750000000002,0.18414285000000002
42,1992-10-14,18.95,11.3,77.83428571430001,2.97142857143,8.0,25.92785714300004,29.152380952366666,0.2675,0.18890715000000002
43,1992-10-21,12.18,21.5,77.8757142857,2.51428571429,11.9,25.72357142875002,28.452380952366667,0.0078,0.1086
44,1992-10-28,80.58,25.0,78.91,3.02857142857,18.6,25.577142857250024,28.623809523800002,0.12480000000000001,0.1140143
45,1992-11-04,64.0,27.7,81.0528571429,2.0714285714300003,14.2,25.869285714250026,27.9619047619,0.10378335,0.23715
46,1992-11-11,40.06,31.72,79.0128571429,2.41428571429,161.0,24.953928571250017,27.347619047633334,0.1301,0.078125
47,1992-11-18,43.44,49.97,80.2557142857,1.8285714285699999,26.1,24.398928571500036,26.6619047619,0.066266665,0.099192845
48,1992-11-25,47.42,128.1,85.5871428571,2.0,46.3,25.026428571250023,27.833333333333332,0.09986665,0.14077145
49,1992-12-02,53.73,54.8,82.6485714286,1.92857142857,62.6,24.678214285750016,26.64285714286667,0.0912125,0.16390835
50,1992-12-09,86.28,19.23,78.3114285714,2.1142857142900002,9.4,24.69607142850002,26.7380952381,0.0823,0.2070619
51,1992-12-16,0.0,24.94,76.66142857140001,2.6428571428599996,47.5,24.153571428750013,26.861904761900004,0.066425,0.19323574999999998
52,1992-12-23,0.0,23.8,76.7571428571,1.92857142857,5.5,23.143214285750034,25.671428571433335,0.029068334999999997,0.08010625
53,1993-01-01,,,,,,,25.86428571428333,,
1,1993-01-08,46.79,41.9,81.8785714286,1.9,28.0,23.629285714250017,26.057142857133332,0.036008335,0.06255714
2,1993-01-15,0.0,27.5,77.1442857143,1.7142857142899999,23.5,23.300000000000026,24.46666666666667,0.033958335,0.12054285
3,1993-01-22,0.0,11.2,76.9842857143,2.2,6.6,23.394285714250017,24.952380952366667,0.11345,0.22304285000000001
4,1993-01-29,0.0,21.8,77.8628571429,2.08571428571,15.2,22.97714285700002,24.433333333333334,0.061591665000000004,0.138875
5,1993-02-05,75.97,26.3,80.61,2.08571428571,9.4,23.764285714250022,25.923809523800003,0.034979165,0.09353571
6,1993-02-12,0.0,14.3,79.8257142857,2.34285714286,2.1,22.816428571250015,25.342857142866666,0.1648,0.2034357
7,1993-02-19,14.71,7.2,76.5328571429,2.48571428571,2.8,23.62571428575002,26.190476190466665,0.14212085,0.2324643
8,1993-02-26,0.0,21.5,76.2171428571,2.77142857143,5.5,22.792500000000032,26.166666666666668,0.1339,0.26575715
9,1993-03-05,0.0,1.8,73.2257142857,2.8,2.3,22.806428571250024,25.557142857133332,0.15413335,0.1492
10,1993-03-12,0.0,2.7,70.6457142857,2.48571428571,2.5,21.900357143000008,24.566666666666663,0.154016665,0.22870000000000001
11,1993-03-19,9.68,10.5,77.7842857143,2.6857142857099996,0.5,23.71214285725,27.109523809533332,-0.04235,0.17215234999999998
12,1993-03-26,27.0,13.0,76.8485714286,2.2571428571400003,12.8,23.577142857250024,25.947619047633335,0.06770000000000001,0.1946
13,1993-04-02,0.0,20.27,80.7957142857,2.1428571428599996,4.1,23.41321428575,27.295238095233334,0.103966665,0.12895
14,1993-04-09,7.49,14.2,78.5642857143,2.3571428571400004,4.6,23.79964285725002,27.03333333333333,0.0423,0.1992905
15,1993-04-16,19.74,23.2,78.9614285714,3.0571428571399997,11.7,23.869642857250028,27.523809523799997,0.0015249999999999986,0.0757
16,1993-04-23,114.85,63.49,81.27142857140001,2.77142857143,8.4,23.400357143000022,26.2238095238,0.0808,0.13257855000000002
17,1993-04-30,33.35,34.3,81.6557142857,2.47142857143,28.3,24.646428571250013,27.495238095233333,0.09256667,0.12837265
18,1993-05-07,37.35,40.7,84.0814285714,1.8571428571400002,114.3,24.453214285750022,27.1142857143,0.07189999999999999,0.14195000000000002
19,1993-05-14,34.9,142.4,84.52142857140001,2.5,18.3,24.104642857000016,26.790476190466666,0.062525,0.10725715
20,1993-05-21,14.84,55.67,82.4357142857,2.2142857142900003,4.6,24.732142857000028,28.4761904762,0.1335,0.18294165
21,1993-05-28,78.17,100.2,85.3985714286,2.27142857143,32.1,25.710000000000022,28.7142857143,0.060649999999999996,0.057935715
22,1993-06-04,62.2,93.2,86.9,1.9142857142900003,58.3,25.348928571250028,27.18095238096667,0.026824999999999998,0.18714285000000003
23,1993-06-11,8.48,20.2,80.6157142857,2.6428571428599996,1.3,26.584285714500027,29.766666666666666,0.1206,0.15112855000000003
24,1993-06-18,30.65,55.5,81.4928571429,2.1,57.9,25.256785714250015,27.74285714286667,0.0785,0.22015715
25,1993-06-25,93.75,74.0,82.6085714286,1.9571428571400002,60.4,25.62892857125003,27.6142857143,0.08868335000000002,0.15126425
26,1993-07-02,8.49,27.5,82.8328571429,2.0,7.2,25.853571428500032,28.880952380966665,0.13798335,0.21709285
27,1993-07-09,37.28,72.8,81.1485714286,1.8857142857099998,21.0,25.524285714250027,28.480952380966666,0.082416665,0.1526929
28,1993-07-16,73.94,67.7,81.2157142857,2.5,92.2,25.660000000000025,27.42857142856667,0.064766665,0.20186425000000002
29,1993-07-23,4.81,29.4,79.15,2.47142857143,13.0,25.882857142750026,28.73333333333333,0.1515,0.17947855000000001
30,1993-07-30,78.03,109.0,85.55142857140001,1.75714285714,71.4,25.63250000000002,27.447619047633335,0.094465,0.123075
31,1993-08-06,12.38,12.6,82.8828571429,2.3571428571400004,0.8,26.155000000000015,28.742857142866665,0.1488,0.2524405
32,1993-08-13,7.25,21.8,81.0128571429,2.32857142857,18.1,26.195714285500003,28.942857142866668,0.12085,0.19397855000000003
33,1993-08-20,106.83,62.7,83.0757142857,2.22857142857,12.7,25.920714285750037,29.238095238099998,0.073283335,0.18017855000000002
34,1993-08-27,1.36,26.9,81.7271428571,2.3142857142900004,17.1,25.952142857250024,28.89047619046666,0.17905,0.21324284999999998
35,1993-09-03,30.85,34.4,79.6285714286,2.1857142857099996,28.8,25.99571428575001,28.619047619033335,0.128,0.1573857
36,1993-09-10,43.26,42.1,80.6842857143,2.17142857143,43.4,26.022500000000036,28.176190476200002,0.09045,0.055466665
37,1993-09-17,14.42,50.0,81.7942857143,1.9428571428599999,23.1,25.891071428500013,28.433333333333334,0.10850000000000001,0.1955143
38,1993-09-24,71.36,57.9,80.9014285714,2.6857142857099996,8.7,26.13214285700002,28.085714285699996,0.0344625,0.1280845
39,1993-10-01,72.86,76.0,82.61,2.17142857143,26.7,26.10928571425002,28.328571428566665,0.04285,0.083416665
40,1993-10-08,27.62,55.36,83.8414285714,1.6714285714300001,16.8,25.731071428500016,28.204761904766666,0.0959,0.17695
41,1993-10-15,8.01,35.8,81.1028571429,1.9428571428599999,27.0,26.070714285750014,28.333333333333332,0.0981,0.18916785000000003
42,1993-10-22,0.0,17.0,78.8071428571,2.2571428571400003,6.4,26.03750000000001,28.46666666666667,0.0129,0.14219285
43,1993-10-29,70.07,57.6,80.3985714286,1.9571428571400002,25.4,25.72571428575003,28.25714285713333,0.11565,0.18973335
44,1993-11-05,0.0,16.1,79.5042857143,2.3,4.1,25.92321428575002,28.0,0.1406667,0.16725835
45,1993-11-12,0.0,25.6,79.0371428571,2.27142857143,6.7,25.156785714500018,27.914285714299996,-0.05480000000000001,0.126041665
46,1993-11-19,12.5,70.71,80.3771428571,1.8428571428599998,48.8,24.983571428750025,27.2238095238,0.0934875,0.14354645
47,1993-11-26,91.81,118.1,82.1542857143,1.87142857143,46.4,24.781785714250034,26.928571428566666,0.14445,0.2653214
48,1993-12-03,6.09,25.7,80.4657142857,2.01428571429,5.5,24.67321428575002,27.0619047619,0.17388335,0.10837714500000001
49,1993-12-10,5.29,43.4,80.3028571429,2.3571428571400004,20.8,24.309642857250026,26.0761904762,,0.123033315
50,1993-12-17,14.82,28.6,76.8542857143,2.45714285714,7.7,24.28142857150003,26.14285714286667,-0.178933335,0.12414285
51,1993-12-24,42.62,33.6,78.8285714286,2.55714285714,37.6,24.28821428575003,26.480952380966666,-0.022425,0.09417858000000001
52,1994-01-01,5.25,3.4,78.0185714286,2.44285714286,0.3,24.332142857000022,27.157142857133334,,
1,1994-01-08,12.6,19.5,75.7428571429,2.05714285714,41.0,23.894285714250017,25.333333333333332,-0.0508,0.136750005
2,1994-01-15,0.0,19.4,79.15,2.2142857142900003,13.4,23.57785714275002,25.31904761903333,0.12045,0.23435
3,1994-01-22,0.0,16.4,75.9842857143,2.1142857142900002,26.6,23.645714285750017,25.028571428566664,0.12026664999999999,0.14585715
4,1994-01-29,0.0,19.04,78.38142857140001,2.32857142857,9.7,23.500714285500024,25.109523809533332,-0.012533349999999992,0.1810357
5,1994-02-05,0.0,21.8,76.8257142857,2.2,3.6,23.454642857250036,25.4619047619,0.235,0.21782855
6,1994-02-12,0.0,11.5,75.31,1.74285714286,9.1,23.21714285725001,25.252380952366668,0.1026,0.0729875
7,1994-02-19,0.0,7.2,72.88571428569999,2.2857142857099997,9.7,23.162857142750028,25.8,0.30257500000000004,0.26539999999999997
8,1994-02-26,0.0,11.5,74.7885714286,2.3571428571400004,7.9,23.232142857250025,25.647619047633338,0.09243333,0.10591426500000001
9,1994-03-05,0.0,16.7,77.91571428569999,2.5,16.2,23.31607142875002,25.504761904766667,0.1446,0.16361664999999997
10,1994-03-12,7.15,18.7,81.5185714286,2.44285714286,15.8,23.38892857150003,26.228571428566667,0.10815,0.105314295
11,1994-03-19,0.0,6.69,75.4357142857,2.5714285714300003,16.8,23.291428571250023,26.0142857143,0.04932500000000001,0.16761664999999998
12,1994-03-26,0.0,2.9,74.6471428571,3.6571428571399998,0.0,23.647500000000022,26.709523809533334,0.07089165,0.1448298
13,1994-04-02,46.62,6.66,75.0828571429,2.47142857143,1.0,24.02857142850003,27.03333333333333,0.128775,0.12328575
14,1994-04-09,0.0,4.4,73.9514285714,2.4,2.3,23.867857142750026,26.409523809533336,0.079466665,0.1279786
15,1994-04-16,0.0,37.0,79.5171428571,2.1,16.7,23.56785714275003,25.690476190466665,0.1488,0.17133575
16,1994-04-23,0.0,16.6,75.2471428571,2.12857142857,28.7,23.423571428500026,26.057142857133332,,0.16414285
17,1994-04-30,0.0,4.9,74.5157142857,2.6142857142900002,13.2,24.220000000000027,26.857142857133336,0.0528,0.095879765
18,1994-05-07,68.0,14.1,80.3528571429,2.67142857143,10.5,24.915714285750028,27.952380952366667,0.073475,0.14827859999999998
19,1994-05-14,10.46,21.1,80.4628571429,1.9428571428599999,3.3,24.64535714275003,27.671428571433335,0.10425000000000001,0.1114143
20,1994-05-21,16.5,28.9,83.13571428569999,1.8142857142900002,29.3,24.789642857000047,27.9380952381,0.045950000000000005,0.16653574999999998
21,1994-05-28,17.52,7.9,79.5028571429,2.8857142857099998,6.9,25.85142857125001,29.133333333333336,0.113775,0.20847854999999998
22,1994-06-04,6.59,16.7,77.66428571430001,2.3571428571400004,1.6,25.460000000000022,28.390476190466668,0.1252,0.1812286
23,1994-06-11,42.53,21.5,80.3828571429,2.47142857143,67.3,25.417500000000032,28.109523809533332,0.07455,0.060078575
24,1994-06-18,13.82,3.7,78.2928571429,2.4,5.4,25.599285714250016,28.509523809533334,-0.0286,0.18756309999999998
25,1994-06-25,38.34,26.51,78.7042857143,2.04285714286,23.4,25.640714285750022,28.25714285713333,0.004924999999999999,0.13892859999999996
